title,genres
"Trials of Henry Kissinger, The (2002)",Documentary
"Trials of Muhammad Ali, The (2013)",Documentary
"Trials of Oscar Wilde, The (1960)",Drama
Triangle (2009),Drama|Horror|Mystery|Thriller
Triangle (Tie saam gok) (2007),Action
"Tribe, The (Plemya) (2014)",Crime|Drama
Tribes (1970),Drama
Tribulation (2000),Drama|Sci-Fi|Thriller
Tribute (1980),Comedy|Drama
Tribute (2009),Drama|Mystery|Romance
Tribute to a Bad Man (1956),Western
Trick (1999),Comedy|Romance
Trick (2010),Action|Crime
Trick or Treat (1952),Animation
Trick or Treat (1986),Horror
Trick 'r Treat (2007),Comedy|Horror|Thriller
"Trigger Effect, The (1996)",Drama|Thriller
Triggermen (2002),Comedy|Crime
Trigun: Badlands Rumble (2010),Action|Animation|Sci-Fi|Western
Trilogy of Terror (1975),Horror|Thriller
Trilogy of Terror II (1996),Horror
Trilogy: The Weeping Meadow (Trilogia: To livadi pou dakryzei) (2004),Drama|Romance
Trinity and Beyond (1995),Documentary
Trinity: Gambling for High Stakes (Odds and Evens) (Pari e dispari) (1978),Comedy|Crime
Trio (1950),Drama|Romance
"Trio, The (Trio, Das) (1998)",Drama|Romance
"Trip to Bountiful, The (1985)",Drama
"Trip to Italy, The (2014)",Comedy|Drama
"Trip to Mars, A (1910)",Sci-Fi
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi
"Trip, The (1967)",Drama
"Trip, The (2002)",Comedy|Drama|Romance
"Trip, The (2010)",Comedy|Drama
Triple Agent (2004),Drama|Thriller
Triple Cross (1966),Action|Adventure|Drama|Thriller|War
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
"Tripper, The (2006)",Horror
Trippin' (1999),Comedy
Tripping the Rift: The Movie (2008),Animation|Comedy|Sci-Fi
Trishna (2011),Drama
Tristan & Isolde (2006),Drama|Romance
Tristana (1970),Drama
Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama
"Triumph of Love, The (2001)",Comedy
"Triumph of the Nerds, The: The Rise of Accidental Empires (1996)",Documentary
Triumph of the Spirit (1989),Drama
Triumph of the Will (Triumph des Willens) (1934),Documentary
Trixie (2000),Comedy|Crime|Mystery
Trog (1970),Horror|Sci-Fi
Trois (2000),Thriller
Trojan Eddie (1996),Crime|Drama|Romance
Trojan War (1997),Comedy
"Trojan Women, The (1971)",Drama
Troll (1986),Comedy|Fantasy|Horror
Troll 2 (1990),Fantasy|Horror
"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror
"Troll in Central Park, A (1994)",Animation|Children
Troma's War (1988) ,Action|Adventure|Comedy
Tromeo and Juliet (1996),Comedy|Drama
Tron (1982),Action|Adventure|Sci-Fi
Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
Troop Beverly Hills (1989),Comedy
Tropic Thunder (2008),Action|Adventure|Comedy|War
Tropical Fish (Re dai yu) (1995),Comedy|Drama
Tropical Malady (Sud pralad) (2004),Drama|Fantasy|Romance
Tropico (2013),Drama|Fantasy|Romance
"Trotsky, The (2009)",Comedy
"Trou, Le (Hole, The) (Night Watch, The) (1960)",Crime|Film-Noir
"Trouble at Timpetill (Enfants de Timpelbach, Les) (2008)",Adventure|Children|Fantasy
Trouble Bound (1993),Action|Comedy
Trouble Every Day (2001),Drama|Horror|Thriller
Trouble in Mind (1985),Crime|Drama
Trouble in Paradise (1932),Comedy|Romance
Trouble Man (1972),Action|Crime|Drama
Trouble the Water (2008),Documentary
"Trouble with Angels, The (1966)",Comedy
"Trouble with Bliss, The (2011)",Comedy|Drama
"Trouble with Dee Dee, The (2005)",Comedy
"Trouble with Girls, The (1969)",Comedy|Drama
"Trouble with Harry, The (1955)",Comedy|Mystery
Trouble with the Curve (2012),Drama
"Trouble with the Truth, The (2011)",Drama|Romance
Troubled Water (DeUsynlige) (2008),Drama|Thriller
Troy (2004),Action|Adventure|Drama|War
Tru Confessions (2002),Children|Comedy|Drama
"Truce, The (a.k.a. La Tregua) (1996)",Drama
Trucker (2008),Drama
True Believer (1989),Crime
True Blue (2001) ,Crime|Drama|Thriller
True Colors (1991),Drama
True Confession (1937),Comedy
True Confessions (1981),Crime|Drama
True Crime (1996),Mystery|Thriller
True Crime (1999),Crime|Thriller
True Grit (1969),Adventure|Drama|Western
True Grit (2010),Western
True Heart (1997),Adventure|Children|Drama
True Heart Susie (1919),Drama|Romance
True Legend (Su Qi-Er) (2010),Action|Drama
True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
True Love (1989),Comedy
"True Meaning of Christmas Specials, The (2002)",Comedy
True Romance (1993),Crime|Thriller
True Stories (1986),Comedy|Musical
True Story (2015),Drama|Mystery|Thriller
"True Story of Jesse James, The (1957)",Action|Crime|Western
Truly Human (Et rigtigt menneske) (2001),Drama
"Truly, Madly, Deeply (1991)",Drama|Romance
"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
Trumbo (2007),Documentary
"Trumpet of the Swan, The (2001)",Animation|Drama|Musical
Trust (1990),Comedy|Drama|Romance
Trust (2010),Drama|Thriller
Trust Me (2010),(no genres listed)
Trust Me (2013),Comedy|Drama
Trust the Man (2005),Comedy|Drama|Romance
"Trust Us, This Is All Made Up (2009)",Comedy|Documentary
"Truth About Cats & Dogs, The (1996)",Comedy|Romance
"Truth About Charlie, The (2002)",Mystery|Thriller
"Truth About Emanuel, The (2013)",Drama|Thriller
"Truth About Love, The (2005)",Comedy|Romance
Truth in 24 (2008),Documentary
"Truth of Lie, The (Die Wahrheit der Lüge) (2011)",Drama|Thriller
"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
Truth or Die (2012) ,Horror|Thriller
"Truth, The (2010) ",Thriller
"Tsatsiki, Morsan och Polisen (1999)",Drama
Tsotsi (2005),Crime|Drama
Tsunami: Caught on Camera (2009),Documentary
TT3D: Closer to the Edge (2011),Documentary
Tu£sday (2008),Action|Crime|Mystery|Thriller
Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto) (1984),Action|Adventure
Tube Tales (1999),Drama
Tuck Everlasting (2002),Drama|Fantasy
Tucker & Dale vs Evil (2010),Comedy|Horror
Tucker: The Man and His Dream (1988),Drama
"Tuesday, After Christmas (Marti, dupa craciun) (2010)",Drama|Romance
Tuesdays with Morrie (1999),Drama
Tuff Turf (1985),Drama
Tukkijoella (1928),Drama
Tully (2000),Drama
Tulpan (2008),Comedy|Drama
Tulsa (1949),Action|Drama|Romance
"Tulse Luper Suitcases, Part 1: The Moab Story, The (2003)",Adventure|Drama|Fantasy|Film-Noir
Tumannost Andromedy (1967),Adventure|Romance|Sci-Fi
Tumbledown (1988),War
Tumbleweeds (1999),Drama
Tune in Tomorrow... (1990),Comedy|Romance
Tunes of Glory (1960),Drama
Tungsten (2011),Drama
Tunnel Rats (1968 Tunnel Rats) (2008),Action|Drama|War
"Tunnel, The (2011)",Drama|Horror|Thriller
"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller
Tupac: Resurrection (2003),Documentary
"Turandot Project, The (2000)",Documentary
Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy
Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
Turbulence (1997),Action|Thriller
"Turin Horse, The (A Torinói ló) (2011)",Drama
Turistas (2006),Adventure|Drama|Horror|Mystery|Thriller
"Turkish Dance, Ella Lola (1898)",(no genres listed)
Turkish Delight (Turks fruit) (1973),Drama|Romance
Turkish Passion (La pasión turca) (1994),Drama
Turks & Caicos (2014),Drama|Mystery|Thriller
Turn It Up (2000),Crime|Drama
Turn Left at the End of the World (Sof Ha'Olam Smola) (2005),Drama|Romance
"Turn Me On, Dammit! (Få meg på, for faen) (2011)",Comedy
Turn of Faith (2002),Crime|Drama
"Turn of the Screw, The (2009)",Drama|Horror|Mystery
Turn the River (2007),Drama
Turner & Hooch (1989),Comedy|Crime
"Turning Point, The (1977)",Drama|Romance
Turning Tide (En solitaire) (2013),Adventure|Drama
"Turning, The (1992)",Drama
Turtle Diary (1985),Comedy|Drama|Romance
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War
"Turtle's Tale 2: Sammy's Escape from Paradise, A (Sammy's avonturen 2) (Sammy's Adventures 2) (2012)",Adventure|Animation|Children
"Turtle's Tale: Sammy's Adventures, A (2010)",Adventure|Animation
Tusk (2014),Comedy|Drama|Horror
"Tuskegee Airmen, The (1995)",Drama|War
Tuulikaappimaa (2003),Comedy
Tuvalu (1999),Comedy
"Tuxedo, The (2002)",Action|Comedy
Tuya's Marriage (Tuya de hun shi) (2006),Drama|Romance
TV Junkie (2006),Documentary
"TV Set, The (2006)",Comedy|Drama
TWA Flight 800 (2013) ,Documentary
'Twas the Night Before Christmas (1974),Animation|Children|Fantasy
Twelfth Night (1996),Comedy|Drama|Romance
Twelve (2010),Crime|Drama|Thriller
Twelve and Holding (2005),Drama
Twelve Angry Men (1963),Drama
"Twelve Chairs, The (1970)",Comedy
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
Twelve O'Clock High (1949),Drama|War
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy
Twentieth Century (1934),Comedy
Twenty Bucks (1993),Comedy
Twenty Days Without War (Dvadtsat dney bez voyny) (1981),Drama|Romance|War
Twenty-Four Eyes (Nijûshi no hitomi) (1954),Drama
Twentynine Palms (2003),Drama|Horror
Twice Born (Venuto al mondo) (2012),Drama|Romance|War
Twice in a Lifetime (1985),Drama
Twice Upon a Time (1983),Animation|Fantasy
"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance
Twice-Told Tales (1963),Horror|Mystery|Romance|Sci-Fi
Twilight (1998),Crime|Drama|Thriller
Twilight (2008),Drama|Fantasy|Romance|Thriller
Twilight of a Woman's Soul (Sumerki zhenskoi dushi) (1913),Drama
"Twilight of the Golds, The (1997)",Drama
Twilight of the Ice Nymphs (1997),Fantasy
"Twilight People, The (1973)",Horror
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance
"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX
"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX
"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller
"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance
Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller
Twilight's Last Gleaming (1977),Thriller
Twin Dragons (Shuang long hui) (1992),Action|Comedy
Twin Falls Idaho (1999),Drama
Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
Twin Sisters (De tweeling) (2002),Drama|Romance|War
Twin Sitters (1994),Thriller
Twin Town (1997),Comedy|Crime
Twins (1988),Comedy
Twist (2003),Drama
Twist of Faith (2004),Documentary
Twisted (1996),Comedy|Drama
Twisted (2004),Thriller
Twisted Nerve (1968),Crime|Drama|Horror|Thriller
Twister (1990),Comedy
Twister (1996),Action|Adventure|Romance|Thriller
Twixt (2011),Horror|Thriller
Two Arabian Knights (1927),Adventure|Comedy|Romance
Two Bits (1995),Drama
Two Brothers (Deux frères) (2004),Adventure|Children|Drama
Two Can Play That Game (2001),Comedy|Drama
Two Cents Worth of Hope (Due soldi di speranza) (1952),Comedy|Romance
Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
Two Days (2003),Comedy|Drama|Thriller
Two Days in April (2007),Documentary
"Two Days, One Night (Deux jours, une nuit) (2014)",Drama
Two Deaths (1995),Drama
Two Drifters (Odete) (2005),Drama
Two English Girls (Les deux anglaises et le continent) (1971),Drama|Romance
"Two Escobars, The (2010)",Crime|Documentary
Two Evil Eyes (1990),Horror
"Two Faces of January, The (2014)",Thriller
Two Family House (2000),Drama
Two for the Money (2005),Drama
Two for the Road (1967),Comedy|Drama|Romance
Two for the Seesaw (1962),Drama|Romance
Two Friends (1986),Drama
Two Girls and a Guy (1997),Comedy|Drama
Two Girls and a Sailor (1944),Comedy|Musical|Romance
Two Guys Talkin' About Girls (1995),Comedy|Drama|Romance
Two Hands (1999),Comedy|Crime|Thriller
Two if by Sea (1996),Comedy|Romance
Two in the Wave (2010),Documentary
"Two Jakes, The (1990)",Drama
Two Kilers (Kilerów 2-óch) (1999),Comedy|Crime
Two Little Boys (2012),Comedy
Two Lives (Zwei Leben) (2012),Drama|Thriller
Two Lovers (2008),Drama|Romance
Two Loves (1961),Drama
Two Men in Manhattan (Deux hommes dans Manhattan) (1959),Crime|Drama|Thriller
Two Men Went to War (2003),Comedy|War
Two Moon Junction (1988),Drama|Romance
"Two Mrs. Carrolls, The (1947)",Crime|Drama|Film-Noir|Thriller
Two Much (1995),Comedy|Romance
Two Mules for Sister Sara (1970),Comedy|War|Western
Two Night Stand (2014),Comedy|Romance
Two Ninas (1999),Comedy|Romance
Two of a Kind (1983),Comedy|Fantasy|Romance
"Two of Us, The (Le vieil homme et l'enfant) (1967)",Comedy|Drama
Two Queens and One Consort (Twee vorstinnen en een vorst) (1981),Drama
Two Rabbits (2 Coelhos) (2012),Action
Two Rode Together (1961),Western
Two Shots Fired (2014),(no genres listed)
Two Sisters from Boston (1946),Comedy|Musical
Two Solutions for One Problem (Dow Rahehal Baraye yek Massaleh) (1975),(no genres listed)
Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano) (2005),Drama
Two Tars (1928),Comedy
Two Thousand Maniacs! (1964),Horror
Two Times Lotte (1950),Children|Comedy
Two Weeks in Another Town (1962),Drama
Two Weeks in September (1967),Drama|Romance
Two Weeks Notice (2002),Comedy|Romance
Two Women (2000),Drama
"Two Women (Ciociara, La) (1960)",Drama|War
Two Years at Sea (2011),Documentary
Two: The Story of Roman & Nyro,Documentary|Drama
Twogether (1994),Comedy|Drama
Two-Lane Blacktop (1971),Drama
Two-Minute Warning (1976),Drama|Thriller
"Twonky, The (1953)",Comedy|Sci-Fi
Two-Way Stretch (1960),Comedy|Crime
Tycoon (1947),Adventure|Drama|Romance
Tycoon (Oligarkh) (2002),Crime|Drama
Tyler Perry's A Madea Christmas (2011),Comedy
Tyler Perry's A Madea Christmas (2013),Comedy|Drama
Tyler Perry's Daddy's Little Girls (2007),Comedy|Romance
Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance
Tyler Perry's For Colored Girls (2010),Drama
Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama
Tyler Perry's Madea Goes to Jail (2009),Comedy|Crime|Drama
Tyler Perry's Madea's Big Happy Family (2011),Comedy|Drama
Tyler Perry's Madea's Family Reunion (2006),Comedy|Drama
Tyler Perry's Madea's Witness Protection (2012),Comedy
Tyler Perry's Meet the Browns (2008),Comedy|Drama|Romance
Tyler Perry's Temptation: Confessions of a Marriage Counselor (2013),Drama
Tyler Perry's The Family That Preys (2008),Drama
Tyler Perry's The Single Moms Club (2014),Comedy|Drama
Tyler Perry's Why Did I Get Married Too? (2010),Comedy
Tyler Perry's Why Did I Get Married? (2007),Comedy|Drama
Typhoon (Tae-poong) (2005),Action|Drama|Thriller
Tyrannosaur (2011),Drama
Tyson (1995),Drama
Tyson (2008),Documentary
U Turn (1997),Crime|Drama|Mystery
U.S. Marshals (1998),Action|Crime|Thriller
U.S. Seals (2000),Action|Thriller
"U.S. vs. John Lennon, The (2006)",Documentary
U2 3D (2007),Documentary|IMAX
U2: Rattle and Hum (1988),Documentary|Musical
U-571 (2000),Action|Thriller|War
Udaan (2010),Drama
Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller
Ugly (2013),Mystery|Thriller
"Ugly American, The (1963)",Drama
"Ugly Dachshund, The (1966)",Children|Comedy
"Ugly Duckling and Me!, The (2006)",Animation|Comedy
"Ugly Truth, The (2009)",Comedy|Drama|Romance
"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy|Drama
"Ugly, The (1997)",Horror|Thriller
UHF (1989),Comedy
Ulee's Gold (1997),Drama
"Ultimate Accessory,The (100% cachemire) (2013)",Comedy
Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi
"Ultimate Gift, The (2006)",Drama
"Ultimate Warrior, The (1975)",Action|Sci-Fi|Thriller
Ultraman (Chôhen kaijû eiga: Urutoraman) (1967),Action|Fantasy|Sci-Fi
"Ultramarathon Man: 50 Marathons, 50 States, 50 Days (2008)",Documentary
"Ultramarines: A Warhammer 40,000 Movie (2010)",Animation|Sci-Fi
Ultrasuede: In Search of Halston (2010),Documentary
Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
Ulysses (1967),Drama
Ulysses (Ulisse) (1954),Adventure
Ulysses' Gaze (To Vlemma tou Odyssea) (1995),Drama|War
Ulzana's Raid (1972),Adventure|Western
Umberto D. (1952),Drama
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
Un Piede in paradiso (1991),Comedy
Un Poliziotto Scomodo (1978),Action|Crime|Thriller
Un vampiro para dos (1965),Comedy|Horror
Una Noche (2012),Drama
Unaccompanied Minors (2006),Children|Comedy
"Unbearable Lightness of Being, The (1988)",Drama
Unbeatable (Ji zhan) (2013),Action|Drama
"Unbelievable Truth, The (1989)",Comedy|Drama
"Unbelievers, The (2013)",Documentary
Unborn in the USA: Inside the War on Abortion (2007),Documentary
"Unborn, The (2009)",Horror|Mystery|Thriller
Unbreakable (2000),Drama|Sci-Fi
Unbroken (2014),Drama|War
Uncertainty (2009),Action|Crime|Drama|Fantasy|Romance
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy
Uncle Buck (1989),Comedy
"Uncle Marin, the Billionaire (Nea Marin miliardar) (Uncle Martin, the Multimillionaire) (1979)",Comedy
Uncle Nino (2003),Comedy
Uncle Sam (1997),Horror
Uncommon Valor (1983),Action|War
Unconditional (2012),Drama
Unconditional Love (2002),Comedy|Drama
Unconquered (1947),Adventure|Drama|Romance|Western
Unconscious (Inconscientes) (2004),Comedy|Mystery|Romance
Uncounted: The New Math of American Elections (2008),Documentary
Uncovered (1995),Mystery|Thriller
Undead (2003),Action|Comedy|Horror|Sci-Fi
"Undead, The (1957)",Fantasy|Horror
Undefeatable (1993),Action
Undefeated (2011),Documentary
"Undefeated, The (1969)",Western
"Undefeated, The (2011)",Documentary
Under African Skies (2012),Documentary
Under Capricorn (1949),Drama
Under Fire (1983),Drama|Thriller|War
Under Our Skin (2008),Documentary
Under Siege (1992),Action|Drama|Thriller
Under Siege 2: Dark Territory (1995),Action
Under Suspicion (1992),Crime|Drama|Thriller
Under Suspicion (2000),Crime|Thriller
Under Ten Flags (1960),Drama|War
Under the Age (1972),Drama
Under the Boardwalk: The Monopoly Story (2010),Documentary
Under the Bombs (2007),Drama|War
Under the Bridges (Unter den Brücken) (1945),Comedy|Drama|Romance
Under the Cherry Moon (1986),Comedy|Drama|Musical|Romance
Under the Domim Tree (Etz Hadomim Tafus) (1994),Drama
Under the Flag of the Rising Sun (1972),Drama|Mystery|War
Under the Lighthouse Dancing (1997),Drama
Under the North Star (Täällä Pohjantähden alla) (2009),Drama|Romance|War
Under the Rainbow (1981),Comedy
Under the Roofs of Paris (Sous les toits de Paris) (1930),Comedy|Drama|Romance
"Under the Same Moon (Misma luna, La) (2007)",Drama
Under the Sand (2000),Drama
Under the Skin (1997),Drama
Under the Skin (2013),Horror|Sci-Fi|Thriller
Under the Skin of the City (Zir-e-poost-e Shahr) (2001),Drama
Under the Stars (Bajo las estrellas) (2007),Drama
Under the Sun of Satan (Sous le soleil de Satan) (1987),Drama
Under the Tuscan Sun (2003),Comedy|Drama|Romance
Under the Volcano (1984),Drama
Under the Yum Yum Tree (1963),Comedy
Underclassman (2005),Action|Comedy|Thriller
Undercover Blues (1993),Comedy|Crime
Undercover Brother (2002),Comedy
Undercover Man (1949),Crime|Drama|Film-Noir|Romance
Undercurrent (1946),Film-Noir|Thriller
Underdog (2007),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
Underground (1995),Comedy|Drama|War
"Underground Comedy Movie, The  (1999)",Comedy
Underground: The Julian Assange Story (2012),Drama
Underneath (1995),Mystery|Thriller
"Undertaker and His Pals, The (1966)",Comedy|Horror
Undertaking Betty (Plots with a View) (2002),Comedy|Romance
Undertow (2004),Crime|Drama|Thriller
Undertow (Contracorriente) (2009),Drama|Romance
Underworld (1927),Crime|Drama|Film-Noir
Underworld (1996),Comedy|Thriller
Underworld (2003),Action|Fantasy|Horror
Underworld U.S.A. (1961),Crime|Drama
Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX
Underworld: Evolution (2006),Action|Fantasy|Horror
Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller
Undiscovered (2005),Comedy|Drama|Romance
Undisputed (2002),Drama
Undisputed II: Last Man Standing (2006),Action|Crime|Drama
Undisputed III: Redemption (2010),Action|Crime|Drama
Undocumented (2010),Horror|Thriller
Une étudiante d'aujourd'hui (1966),Documentary
"Unearthly, The (1957)",Horror|Sci-Fi
Unexpected (2015),Comedy|Drama
"Unexpected Love, An (2003)",Drama
Unfair Competition (Concorrenza sleale) (2001),Drama|War
Unfaithful (2002),Drama|Thriller
"Unfaithful Wife, The (Femme infidèle, La) (1969)",Drama|Thriller
"Unfaithful, The (1947)",Drama|Film-Noir
Unfaithfully Yours (1948),Comedy
Unfaithfully Yours (1984),Comedy|Romance
Unfinished Business (2015),Comedy
"Unfinished Life, An (2005)",Drama
"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)",Drama
Unfinished Sky (2007),Drama|Romance
Unfinished Song (Song for Marion) (2012),Comedy|Drama|Romance
Unforgettable (1996),Mystery|Sci-Fi|Thriller
"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama
Unforgiven (1992),Drama|Western
"Unforgiven, The (1960)",Drama|Western
Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
"Ungentlemanly Act, An (1992)",Action|Documentary|Drama|War
Unholy (2007),Horror|Thriller
"Unholy Rollers, The (1972)",Action|Comedy|Drama
"Unholy Three, The (1925)",Crime|Drama|Romance
"Unholy Three, The (1930)",Crime|Drama
"Unholy Wife, The (1957)",Crime|Drama
Unhook the Stars (1996),Drama
UnHung Hero (2013),Documentary
"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979)",Adventure|Comedy|Fantasy|Sci-Fi
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",Comedy
Uninvited Guest (1999),Drama
"Uninvited, The (1944)",Horror|Mystery|Romance
"Uninvited, The (1996)",Drama|Horror|Mystery|Thriller
"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller
Union Pacific (1939),Drama|Western
Union Square (2011),Drama
Union Station (1950),Drama|Film-Noir
"Union, The (2011)",Documentary
"Union: The Business Behind Getting High, The (2007)",Comedy|Documentary
United (2003),Comedy|Romance
United (2011),Drama
United 93 (2006),Crime|Drama
United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi) (2007),Drama
"United States of Leland, The (2003)",Crime|Drama
United States of Secrets (Part One): The Program (2014),Documentary
Universal Soldier (1992),Action|Sci-Fi
Universal Soldier: Day of Reckoning (2012),Action|Sci-Fi|Thriller
Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller
Universal Soldier: The Return (1999),Action|Sci-Fi
Unknown (2006),Drama|Mystery|Thriller
Unknown (2011),Drama|Mystery|Thriller
"Unknown Known, The (2013)",Documentary
Unknown Pleasures (Ren xiao yao) (2002),Comedy|Drama
"Unknown Soldier, The (Tuntematon sotilas) (1955)",Drama|War
"Unknown Soldier, The (Tuntematon sotilas) (1985)",Drama|War
"Unknown Soldier, The (Unbekannte Soldat, Der) (2006)",Documentary
Unknown White Male (2005),Documentary
"Unknown Woman, The (La Sconosciuta) (2006)",Drama|Mystery|Thriller
"Unknown Woman, The (Tuntematon emäntä) (2011)",Documentary
"Unknown, The (a.k.a. Alonzo the Armless) (1927)",Drama|Horror|Romance
Unlawful Entry (1992),Crime|Thriller
Unlawful Killing (2011),Documentary
Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller
"Unlikely Weapon, An (2008)",Documentary
"Unloved, The (2009)",Drama
Unmade Beds (1997),Documentary
Unmade Beds (2009),Comedy|Drama
"Unmarried Woman, An (1978)",Comedy|Drama|Romance
Unmistaken Child (2008),Documentary
Unprecedented: The 2000 Presidential Election (2002),Documentary
Unrated II: Scary as Hell (2011),Horror
Unraveled (2011),Documentary
"Unreal Dream: The Michael Morton Story, An (2013)",Documentary
"Unreasonable Man, An (2006)",Documentary
Unrest (2006),Horror|Thriller
"Unsaid, The (2001)",Crime|Drama|Mystery
"Unsinkable Molly Brown, The (1964)",Musical
"Unspeakable Act, The (2012)",Drama
Unspeakable Acts (1990) ,Drama
Unstoppable (2004),Action|Adventure|Comedy|Drama|Thriller
Unstoppable (2010),Action|Drama|Thriller
Unstrung Heroes (1995),Comedy|Drama
"Unsuspected, The (1947)",Drama|Film-Noir|Thriller
Untamed Heart (1993),Drama|Romance
Untamed Youth (1957),Drama
Unthinkable (2010),Drama|Thriller
Until Death (2007),Action|Drama|Thriller
Until September (1984),Drama|Romance
Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi
Until the Light Takes Us (2008),Documentary
"Untouchables, The (1987)",Action|Crime|Drama
Untraceable (2008),Crime|Thriller
"Unvanquished, The (Aparajito) (1957)",Drama
Unzipped (1995),Documentary
Up (2009),Adventure|Animation|Children|Drama
Up at the Villa (2000),Drama
Up Close and Personal (1996),Drama|Romance
Up in Arms (1944),Comedy|Musical
Up in Smoke (1957),Comedy
Up in the Air (2009),Drama|Romance
Up in the Wind (2013),Comedy
Up Periscope (1959),Action|Drama|War
Up the Academy (1980),Comedy
Up the Down Staircase (1967),Drama
Up the River (1930),Comedy|Crime|Drama
Up the Sandbox (1972),Comedy
Up the Yangtze (2007),Documentary
Up! (1976),Comedy
Upperworld (1934),Drama
Uprise (2008),Drama
Uprising (2001),Drama
Upside Down (2012),Drama|Romance|Sci-Fi
Upside Down: The Creation Records Story (2010),Documentary
"Upside of Anger, The (2005)",Comedy|Drama|Romance
Upstairs and Downstairs (1959),Comedy
Upstream (1927),Comedy|Drama
Upstream Color (2013),Romance|Sci-Fi|Thriller
Upswing (Nousukausi) (2003),Comedy|Drama
Uptown Girls (2003),Comedy
Uptown Saturday Night (1974),Comedy
Uranus (1990),Comedy|Drama
Urban Cowboy (1980),Drama
Urban Ghost Story (1998),Drama
Urban Justice (2007),Action
Urban Legend (1998),Horror|Thriller
Urban Legends: Bloody Mary (2005),Horror|Thriller
Urban Legends: Final Cut (2000),Horror
Urban Menace (1999),Action|Horror
Urbania (2000),Drama
Urbanized (2011),Documentary
Urgh! A Music War (1981),Documentary
Ursul (2011),Comedy|Drama
Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: Byûtifuru dorîmâ) (1984),Animation|Comedy|Fantasy
Used Cars (1980),Comedy
Used People (1992),Comedy|Drama
"Usual Suspects, The (1995)",Crime|Mystery|Thriller
Utamaro and His Five Women (Utamaro o meguru gonin no onna) (1946),Drama
Utopia (2013),Documentary
Uuno in Spain (1985),Comedy
Uwasa No Onna (The Woman in the Rumor) (Her Mother's Profession) (1954),Drama|Romance
V (1983),Drama|Sci-Fi
V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
V. I. Warshawski (1991),Action|Comedy|Crime
